회사명,직무,링크,자격요건,우대사항
파이퍼블릭,데이터 엔지니어 (Data Engineer),https://www.wanted.co.kr/wd/123953,"- 데이터 인프라 설계, 구축, 운영 경험
- 대용량 분산 시스템 활용 경험
- Java, Python, Scala 중 하나 이상의 언어에 능숙하신 분
- 클라우드 환경에서의 개발 및 운영 경험이 있으신 분","- 수학, 통계 ,인공지능 관련 학위를 소지하신 분
- Tableau와 같은 데이터 시각화 툴 사용 경험이 있으신 분
- 금융, 부동산 데이터에 대한 이해가 있으신 분"
모인(MOIN),개발팀 데이터베이스 관리자,https://www.wanted.co.kr/wd/126954,"• DBA 경력 3~5년 이상 경험자 (mysql DBA경력 3년 이상)
• Mysql/PostgreSQL 환경에서 테이블 스키마 설계 및 쿼리 튜닝 경험이 많은 분
• 복잡한 SQL을 숙련되게 다루시는 분
• 대량의 데이터를 효율적으로 설계하고 관리하시는 분
• 개발자 및 데이터를 다루는 동료와 원할한 커뮤니케이션이 가능하신 분
• 비즈니스를 이해하고 필요한 데이터 형태를 제시할 수 있으신 분","• Devops 우대
• 금융권 DB 관리 경험 및 DB 보안 관리 경험자
• 끈기있게 시스템 개선을 하실 수 있는 분
• OS나 네트워크에 대한 이해도가 높은 분
• 외국어 가능자 우대"
인포마이닝,데이터(신호처리) 엔지니어,https://www.wanted.co.kr/wd/110096,"- python 등의 한가지 이상 언어를 능숙하게 사용 가능하신 분
- Scikit-learn, tensorflow, pytorch 등 ML/DL 프레임워크 사용 가능하신 분
- 데이터를 분석하거나 모델링을 통해 결과를 도출해낸 경험이 있으신 분
- AI관련 논문을 읽고 이해할 수 있으며, 구현해본 경험이 있으신 분
- 담당 연구에 대해 의사소통 및 문서화 역량을 보유하신 분","- 컴퓨터공학, 인공지능, 통계학 관련 전공자
- 인공지능 관련 해외 저널 및 학회 논문 보유자
- 신호처리 및 시계열 관련 지식 보유
- ML/DL 모델의 서비스 적용 및 운영 경험
- 의료 도메인 지식 보유"
블록크래프터스,데이터분석가 (Data Analyst),https://www.wanted.co.kr/wd/128063,"•SQL를 사용해서 데이터를 능숙하게 추출하고 정제해보신 분
• 데이터 분석환경을 구축하기 위한 데이터 파이프라인 세팅 및 관리 경험이 있으신 분
• 프로덕트 분석을 다각도로 해보신 분 (코호트, 리텐션, 퍼널 분석, LTV, AARRR 등)
• 가설을 세우고 A/B Test 설계하고 검증 하면서, 제품을 개선해보신 적 있으신 분
• BI툴을 활용하여 데이터 시각화 경험이 있으신 분 (Redash, Tableau 등)
• DA, PM, CRM, Dev 등 다양한 직군과 쉽고, 부드러운 커뮤니케이션을 하실 수 있는 분",• Python(Pandas) 혹은 R을 활용하여 Raw data를 가공 및 분석 해보신 분
이마고웍스,[100억↑투자] 데이터 파이프라인 개발자 (2년 이상),https://www.wanted.co.kr/wd/143758,"• 컴퓨터공학 또는 소프트웨어 개발과 관련된 학과 학사 졸업 이상
• 데이터 관련 업무 경력 2년 이상이신 분
• Airflow를 활용한 데이터 파이프라인 개발 경험이 있으신 분
• Python, JavaScript가 능숙하신 분
• Git을 사용하여 협업한 경험이 있으신 분
• DB 구축 및 연동 개발 경험이 있으신 분

* 필수 제출서류/자유양식
1. 이력서
2. 자기소개서 (대학 이전은 기술하지 말 것)
3. 직무와 연관된 포트폴리오 자료","• Mesh 또는 CT 데이터에 대한 개발 경험이 있으신 분
• MLOps 또는 DataOps에 대한 개발 경험이 있으신 분
• 그래픽스 파이프라인에 대한 이해가 있으신 분"
이마고웍스,[100억↑투자] 데이터 파이프라인 개발자 (신입),https://www.wanted.co.kr/wd/134081,"• 컴퓨터공학 또는 소프트웨어 개발과 관련된 전공 학과, 학부 졸업 또는 졸업 예정이신 분
• Python이 능숙하신 분
• 클라이언트 서버 지식이 있으신 분
• Git을 사용한 프로젝트 경험이 있으신 분
• DB 연동 개발이 가능하신 분

* 필수 제출서류/자유양식
1. 이력서
2. 자기소개서 (대학 이전은 기술하지 말 것)
3. 직무와 연관된 포트폴리오 자료","• Airflow 개발 경험이 있으신 분
• JavaScript가 가능하신 분
• Mesh 또는 CT 데이터를 다루는 개발 경험이 있으신 분
• 그래픽스 파이프라인에 대한 이해가 있으신 분"
버즈빌(buzzvil),데이터 엔지니어 (병역특례 가능),https://www.wanted.co.kr/wd/41751,"• 안정적이고 확장가능한 데이터 제품을 설계하고 이를 서빙하기 위해 필요한 사항을 직접 구현하실 수 있습니다.
• 높은 코드 퀄리티와 아키텍쳐 수준을 지향하며, 이를 데이터 플랫폼 및 데이터 제품에 녹여낼 수 있습니다.
• Airflow와 같은 workflow scheduler (Prefect, Oozie등)에 대한 이해와 이를 활용한 workflow 개발 경험이 있으신 분을 찾습니다.
• CS 전공자 또는 그에 상응하는 알고리즘, 데이터구조, OS, 데이터베이스 등 기본적인 전산 지식에 대한 이해를 갖추신 분을 찾습니다.","• AWS, Kubernetes등의 cloud native 환경에서의 데이터 인프라 구축에 능한 분을 찾습니다.
• 언제든 Airflow와 같은 오픈소스 플랫폼 코드를 딥다이브 하실 수 있는 의지와 능력이 있는 분을 찾습니다."
버즈빌(buzzvil),데이터 엔지니어 팀 리드 (5년 이상),https://www.wanted.co.kr/wd/132455,"• 3~5년 이상의 AWS, GCP등 cloud native 환경에서의 데이터 인프라 구축 및 운영 경험을 가지 
   고 있습니다.
• 안정적이고 확장가능한 데이터 제품을 설계하고 이를 서빙하기 위해 필요한 사항을 직접 구현할 수 
   있습니다.
• 높은 코드 퀄리티와 아키텍쳐 수준을 지향하며, 이를 데이터 플랫폼 및 데이터 제품에 녹여낼 수 있 
   습니다.
• Airflow와 같은 workflow orchestrator (Prefect, Oozie등)에 대한 이해와 이를 활용한 
   workflow 개발 경험이 있습니다.
• CS 전공자 또는 그에 상응하는 알고리즘, 데이터구조, OS, 데이터베이스 등 기본적인 전산 지식을 
   보유하고 이를 업무에 활용할 수 있습니다.","• Kubernetes의 전반적인 구성요소와 동작원리를 이해하고 있으며, Kubernetes 환경에서의 데이 
   터 인프라 구축의 경험이 있습니다.
• 소프트웨어 엔지니어링, 데이터 엔지니어링, 데이터 분석의 도메인을 아우르는 지식과 커뮤니케이 
   션 능력이 있습니다.
• 언제든 Airflow, Spark와 같은 오픈소스의 코드를 직접 딥다이브 할 수 있는 의지와 능력이 있습 
   니다."
인공지능연구원,백엔드 및 데이터 개발자 (주니어),https://www.wanted.co.kr/wd/141808,"•  웹 기반 서비스/솔루션 개발 경력 5년 이하인 분
•  개발 경력 5년 이하인 분
•  python 개발에 능숙한 분
•  Git 등의 분산 버전 관리 시스템에 능숙한 분
•  개발자, 기획자, 디자이너와 밀접하게 협업할 수 있는 분","•  FastAPI 개발 능숙한 분
•  Airflow 활용 경험이 있는 분
•  금융 분야 경험이 있는 분
•  테스트 및 배포 자동화 경험이 있는 분"
인공지능연구원,백엔드 및 데이터 개발자,https://www.wanted.co.kr/wd/139232," 웹 기반 서비스/솔루션 개발 경력 5년 이상인 분
 개발 경력 5년 이상인 분
 python 개발에 능숙한 분
 Git 등의 분산 버전 관리 시스템에 능숙한 분
 개발자, 기획자, 디자이너와 밀접하게 협업할 수 있는 분"," FastAPI 개발 능숙한 분
 Airflow 활용 경험이 있는 분
 금융 분야 경험이 있는 분
 테스트 및 배포 자동화 경험이 있는 분
 주도적으로 개발을 리드할 수 있는 분
 전공 : 제한 없으나 SW개발 관련 전공 우대"
111퍼센트,데이터 엔지니어,https://www.wanted.co.kr/wd/92746,"• 데이터 엔지니어 경력(5년) 이상의 경험이 있으신 분
• 실시간 플랫폼(Kafka, etc)및 분산처리(Spark, etc) 경험이 있으신 분
• 데이터 처리를 위한 REST API 개발이 가능하신 분","• Kubernetes, Docker 등 Container Orchestration에 경험이 있으신 분
• 시니어 경력자 이신 분"
111퍼센트,데이터 분석가,https://www.wanted.co.kr/wd/140846,"• SQL 상급이상, Python 활용 가능하신 분
• BI (Redash, Superset, Tableau, 등) 구축 경험이 있으신 분
• MMP (Appsflyer, Singular) 이벤트 설계 및 대시보드 활용 경험이 있으신 분
• 의사결정에 필요한 주요 KPI 및 데이터 분석이 필요한 지표의 생성 및 대시보드 운영 경험이 있으신 분
• AARRR, Cohort에 대한 이해도가 있으신 분","• DW에 대한 이해가 깊고, 데이터 파이프라인등 전체적인 프로세스에 참여해본 경험이 있으신 분
• Bigquery, Kafka, Spark, GCP에 대한 이해도가 있으신 분"
쓰리알이노베이션,"데이터 엔지니어, 데이터 사이언티스트",https://www.wanted.co.kr/wd/138962,"• 딥러닝, 머신러닝 분야 경력 2년 이상
• 데이터 전처리 및 모델링을 위한 개발 경험 2년 이상
• 수학 /통계학 지식","• 영어 능력
• 인공지능 관련 경력자 우대
• 데이터베이스 관리 및 운영 경험자 우대"
지란지교데이터,회계 실무 담당자 (신입) - 판교,https://www.wanted.co.kr/wd/145609,"• 관련학과 졸업
• 초대졸이상","• 회계관련 자격증 보유자 우대
• 긍정적인 사고와 원활한 커뮤니케이션 능력 보유자"
지란지교데이터,MacOS 개발자 - 대전/판교,https://www.wanted.co.kr/wd/144564,"• Objective-C, Swift, C/C++ 언어 개발 경험자
• macOS Daemon 및 Agent 개발 경험자
• 새로운 언어 및 기술 환경 학습에 대한 거부감이 없는 분
• 원활한 커뮤니케이션 능력","• 보안 솔루션(개인정보보호, DLP) 개발 경험
• System Extensions 개발 경험
• 크로스플랫폼(Windows, macOS, Linux) 애플리케이션 개발 경험"
지란지교데이터,기술영업 - 서울/판교,https://www.wanted.co.kr/wd/100118,• 경력/신입(경력 2년 이하),"• 경력자의 경우 IT 솔루션 영업지원 경력
• 운전면허가능자

[사무실 이전 예정 안내 : 강남 → 제2판교]
• 2022년말/2023년초 지란지교 판교 신사옥 입주예정
• 제2판교테크노밸리 (경기도 성남시 수정구 금토동 325 소재)
• 지자체 대중교통 및 셔틀 배정 확정 단계 진행중"
지란지교데이터,기술지원 엔지니어 신입 - 판교,https://www.wanted.co.kr/wd/135090,"• 컴퓨터 관련 학과 졸업 / IT 교육 이수
• OS(윈도우, 리눅스 등) 에 대한 기초 지식이 있으신 분
• 서비스 마인드 포함 원활한 커뮤니케이션이 가능한 분
• 고객사 점검이나 운영을 도와주기에 출장 업무가 맞으시는 분
• 자동차 운전 가능자 (2종 보통)","• CentOS, 레드햇 리눅스 설치 경험이 있는 분 
• 개인정보보호 솔루션 유사 업종(고객지원업무포함) / 유지보수 경력"
지란지교데이터,정부과제 실무 담당자(계약직) - 판교,https://www.wanted.co.kr/wd/143307,• 정부지원사업 관리 경험자,"• 소프트웨어 부분 정부지원사업 관리 경험자
• 정부과제 사업계획서 작성 경험자"
지란지교데이터,보안 솔루션 웹 개발 - 대전,https://www.wanted.co.kr/wd/100105,"• JAVA Application 개발 경험
• JAVA Web Application 개발 경험
• PostgreSQL, MySQL 등 RDBMS 경험 
• Linux 사용 경험","• 직무 관련 전공
• Spring, Spring Boot 프로젝트 경험
• Java Network Programming 경험
• IT 관련 자격사항 우대"
지란지교데이터,기술지원 엔지니어 신입 (원격) - 대전,https://www.wanted.co.kr/wd/100116,"• 경력 무관 (신입/경력 1년~3년)
• 컴퓨터 및 네트워크 관련학과 전공
• 직무 관련 레드햇 ,CentOS등 리눅스 운영 사용 경험 혹은 이에 준하는 역량","• 개인정보보호 솔루션 / 개인정보 비식별화 등 유관 업계 경력
• 긍정적인 성격과 서비스 마인드
• 원활한 커뮤니케이션 능력
• 고객지원 CS 업무 경험
• 컴퓨터활용능력 우수
• 근무지 인근 거주"
지란지교데이터,보안 솔루션 기술 영업 - 대전,https://www.wanted.co.kr/wd/107797,"• 경력(~3년 이하)
• 한글, MS-OFFICE 등 문서편집 가능자
• 문서 작성 및 문서 발표 가능자
• 운전 면허증 소지자
• 정보통신 및 IT관련 자격증 소지자
• 대전 근무 가능자","• 경영 및 비즈니스 관련 학과 전공자
• IT솔루션 영업 및 관련 분야 경력자
• IT보안 관련 자격증 소지자
• 새로운 기술과 도전에 긍정적인 자"
지란지교데이터,보안 솔루션 기술 영업 (신입) - 대전,https://www.wanted.co.kr/wd/141249,"• 한글, MS-OFFICE 등 문서편집 가능자
• 운전 면허증 소지자
• 정보통신 및 IT관련 자격증 소지자
• 대전 근무 가능자","• 경영 및 비즈니스 관련 학과 전공자
• IT솔루션 영업 및 관련 분야 경력자
• IT보안 관련 자격증 소지자
• 새로운 기술과 도전에 긍정적인 자"
에이피알,데이터 사이언티스트(Python),https://www.wanted.co.kr/wd/134484,"- 전공 무관, 4년제 대학교 학사 또는 석사
- 2년 이상의 Data Analyst, Data Scientist 경험이 있으신 분
- 복잡한 RDB에서 SQL로 데이터 추출하고 Python으로 분석한 경험
- 정형, 비정형 데이터 ML을 통해 모델링읗 한 경험","- 컴퓨터과학, 통계학, 수학, 빅데이터 등 관련 전공자 학사 또는 석사
- 오픈 소스 분석 및 개발 경험이 있으신 분
- 데이터 가공/분석/모델링 전체 프로세스 경험이 있는 분
- 이미지 처리 또는 자연어 처리 프로젝트 경험이 있는 분"
모요,Data Analyst / 데이터 분석가,https://www.wanted.co.kr/wd/142793,"＜이런 분을 찾고있어요＞
- 3년 이상의 데이터 분석 업무 경험이 있으신 분
- 데이터를 전처리하고 시각화하는데 필요한 SQL 역량을 가지신 분
- 데이터를 기반으로 다양한 가설을 세워보고 분석 해보신 분
- 주어진 분석을 하기보다 먼저 주도적으로 데이터를 보고 인사이트를 도출할 수 있는 분
- 실험 결과를 비롯한 데이터 인사이트를 동료들에게 설명 해보신 분","＜이런 분이면 더 좋아요＞
- 클라우드 환경에서 분석해본 경험이 있으신 분(AWS, GCP…)
- 프로덕트 조직에서 A/B 테스트 경험이 있으신 분
- 분석툴 활용경험이 있으신 분 (Amplitude, Mixpanel)
- 대시보드 툴 경험이 있으신 분(Redash, Tableau, QuickSight … )
- 모든 동료들이 데이터를 더 잘 볼 수 방법에 대해서 고민하시는 분"
아이네블루메(채티),데이터 분석가,https://www.wanted.co.kr/wd/58377,"• 3년 이상의 모바일 앱 및 웹의 고객 행동 데이터 분석을 통한 서비스 개선 경험
• 데이터 처리 언어(SQL, R, Python, Scala 등)와 BI툴(Tableau, Power BI 등)에 대한 지식을 보유하고 계신 전문가
• 사용자 행동 데이터 분석을 통해 인사이트를 얻고 개선점을 찾아 서비스에 적용해본 경험이 있으신 분
• 빠르게 변화하는 환경에서 서비스에 대한 열정을 가지고 주도적으로 업무를 이끌어가시는 분","• 웹/앱 이벤트 로그를 적재할 플랫폼 및 적재 형태를 고민하고 엔지니어와 협업한 경험이 있으신 분
• Python, R, Spark 등을 활용한 데이터 프로세싱에 대한 이해도가 높으신 분
• Data Warehouse 구축 지식이나 경험이 있으신 분
• 데이터 시각화(Tableau)에 대한 경험이 풍부하신 분"
패스트뷰,[제품개발그룹] 데이터 분석가 (Data Analyst),https://www.wanted.co.kr/wd/144446,"• 1년 이상의 데이터 분석 관련 업무 경력이 있는 분
• 데이터 가공과 시각화를 위한 Python, Excel/Google Spreadsheets 또는 Google Data Studio 등을 활용할 수 있는 분
• GA4 등을 이용하여 데이터 로그 설계 및 관리 경험이 있는 분
• 데이터 분석 방법 (퍼널 분석, 리텐션 분석, 코호트 분석 등)에 대한 이해도가 높은 분","• 주도적으로 업무를 수행할 수 있는 분
• 데이터 기반으로 조직을 설득하여 서비스를 개선한 경험이 있는 분
• 데이터 분석 관련 학과(통계학, 수학, 산업공학 등)를 전공하신 분"
카카오스타일(Kakao Style),지그재그 데이터 분석가,https://www.wanted.co.kr/wd/127724,"[이런 분과 함께하고 싶습니다]
• 데이터 분석 관련 실무 경력 3년 이상이신 분
• SQL을 자유자재로 활용하여 Raw Data 처리 및 분석이 가능하신 분
• BI 툴 사용 경험이 있으신 분 (Redash, QuickSight, Tableau, PowerBI 등)
• 사용자 행동 로그 설계, 액션에 따른 성과분석 경험이 있으신 분
• 클라우드 환경 (AWS, Oracle, GCP, Azure 등)에서 분석 업무가 익숙하신 분
• Retention / Cohort / AARRR 과 같은 분석 방법론을 이해하고 실무에 적용할 수 있는 분
• 평소에 꼼꼼하게 계산하는 것을 좋아하시는 분","[이런 분이라면 더욱 환영합니다]
• 데이터 관련 전공 (통계학/컴퓨터공학/산업공학 등) 혹은 데이터 관련 교육 이수자
• 패션 혹은 이커머스 데이터에 대한 이해가 깊고 분석을 진행해보신 분
• A/B 테스트 설계 및 운영 경험이 있으신 분
• 우수한 커뮤니케이션 역량을 보유하신 분
• Spark 기반의 빅데이터 처리 경험이 있으신 분 (Pyspark, Spark-SQL 등)
• Amplitude와 같은 유저 분석 툴 활용 경험이 있으신 분"
백패커(idus),[아이디어스] 데이터 엔지니어 (Data Engineer),https://www.wanted.co.kr/wd/143125,"• Data Engineer 실무 경력 5년 이상이신 분
• 빅데이터 환경(Spark, Presto/Hive, Spark Streaming, Flink, Druid 등)을 활용한 데이터 입수 / 분석 프로젝트 리딩 경험이 있으신 분
• 데이터 처리를 위한 프로그래밍 언어(Scala, Python 등)와 해당 관리 환경을 능숙하게 사용하실 수 있는 분
• 새로운 언어나 기술에 대한 거부감이 없고, 필요에 따라 적절한 기술 스택을 선택 가능한 분
• 데이터 분석가, 기획, 마케팅, 운영 등 다양한 직군과 협업 능력이 있으신 분
• Jira, Confluence, Git 협업 플랫폼에 익숙하신 분","• A/B Test, 광고 플랫폼, 분석 시각화 관련 업무 경험 보유한 분
• 데이터와 개발 요건을 직접 파악하여, Data Product(Application) 개발/운영 경험 보유한 분
• AWS 클라우드 환경에서의 데이터 관련 업무 경험 보유한 분
• 팀 또는 프로젝트 리딩 경험이 있으신 분
• 국가보훈대상자, 장애인등록증을 보유하신 분"
그립컴퍼니,데이터 엔지니어,https://www.wanted.co.kr/wd/82387,"• 경력 3 ~ 6년
• Python, Java, Scala, Shell script 등의 프로그래밍 언어로 개발이 가능하신 분
• AWS, Google Cloud 등 클라우드 환경에서 개발이 가능하신 분
• 여러 부서의 요구사항을 잘 파악하고 원활한 커뮤니케이션이 가능하신 분","• 하둡, 스파크 등 대용량 데이터 처리 시스템 설계 및 운영 경험이 있으신 분
• 대시보드 및 BI툴을 이용한 데이터 시각화 경험이 있으신 분
• AWS, Google Cloud를 이용한 서비스 런칭 및 운영 경험이 있으신 분
• Redshift 등 데이터 웨어하우스 운영 경험이 있으신 분
• 컴퓨터공학 등 관련 전공자 우대

[Tech Stack]
• Linux, Python, Java, Scala, Shell script
• MySQL, ElasticSearch, Redshift
• Airflow, Spark, Hadoop, Superset, Metabase
• AWS, GCP
• Docker, Kubernetes

[전형절차]
• 1차: 서류전형 → 2차: 기술면접 → 3차: 최종면접


*국가보훈대상자와 신체장애자는 관련서류 제출시 관계법에 따라 우대함"
데이터헌트 (피스컬노트),Product Manager (PM),https://www.wanted.co.kr/wd/146012,"• 하나 이상의 도메인을 남들이 알고 있지 않은 영역까지 깊게 파본 경험이 있으신 분
• 일을 진행하는데에 필요한 일련의 과정들을 구체적으로 정리할 수 있으신 분
• 맡은 일은 누구보다 꼼꼼하게 관리할 수 있으신 분
• 다른 사람들의 입장을 이해하고 입체적인 사고로 상황을 인식하시는 분","• 웹 또는 모바일 도메인에서의 서비스기획/PM/PO 경험이 있으신 분
• AI / 데이터 산업 및 크라우드소싱에 대한 이해도가 있으신 분
• 애자일한 프로세스로 끝까지 일을 진행한 경험이 있으신 분
• 다양한 데이터를 다루고 이를 기반으로 사고한 경험이 있으신 분
• 창업 활동을 통해 기획에서부터 제품 개발, 조직 운영 등을 고민해보신 분"
데이터헌트 (피스컬노트),Senior backend software engineer,https://www.wanted.co.kr/wd/53874,"• AI 분야에 관심이 많고 제품 개발 기여를 하고 싶으신 분
• Node.js(Typescript/Javascript)를 활용한 백엔드 개발 경험
• RDB 기반 스키마 설계 및 개발 경험
• 꾸준한 코드 리팩토링 및 테스트 코드 작성을 통한 코드 개발 경험
• Git 기반 코드 버전 관리 및 협업 개발 경험","• 제품을 설계, 개발, 배포 및 운영을 모두 경험하신 분
• Nest.js framework을 활용한 백엔드 개발 경험
• Docker / AWS / Heroku / Terraform / Kubernetes 등을 활용한 인프라 구축 및 운영 경험
• Microservice architecture 기반 시스템 설계 개발 경험
• 대규모 트래픽 / 대용량 데이터 처리 경험
• ElasticSearch, NoSQL, Redis 등의 다양한 Data Store 경험
• Kafka와 같은 Message Queue 을 활용한 리얼 타임 데이터 처리 경험
• CI/CD 파이프라인 구축 경험
• Postgres 스키마 설계 및 개발 경험"
데이터헌트 (피스컬노트),Backend software engineer,https://www.wanted.co.kr/wd/111267,"• AI 분야에 관심이 많고 제품 개발 기여를 하고 싶으신 분
• Node.js(Typescript/Javascript)를 활용한 백엔드 개발 경험
• RDB 기반 스키마 설계 및 개발 경험
• 꾸준한 코드 리팩토링 및 테스트 코드 작성을 통한 코드 개발 경험
• Git 기반 코드 버전 관리 및 협업 개발 경험","• 제품을 설계, 개발, 배포 및 운영을 모두 경험하신 분
• Nest.js framework을 활용한 백엔드 개발 경험
• Docker / AWS / Heroku / Terraform / Kubernetes 등을 활용한 인프라 구축 및 운영 경험
• Microservice architecture 기반 시스템 설계 개발 경험
• 대규모 트래픽 / 대용량 데이터 처리 경험
• ElasticSearch, NoSQL, Redis 등의 다양한 Data Store 경험
• Kafka와 같은 Message Queue 을 활용한 리얼 타임 데이터 처리 경험
• CI/CD 파이프라인 구축 경험
• Postgres 스키마 설계 및 개발 경험"
데이터헌트 (피스컬노트),Frontend software engineer,https://www.wanted.co.kr/wd/94139,"• 3년 이상의 웹 개발 경험
• 1년 이상의 React 기반 웹 개발 경험
• 상태 관리 라이브러리 (Redux, Thunk, Mobx 등)에 대한 경험
• ECMAScript, HTML5 API에 대한 이해와 사용능력
• 크로스브라우징 환경 대응 경험이 있으신 분
• 서비스 지향 사고와 유연한 커뮤니케이션 역량이 있으신 분
• 능숙한 Github 협업 개발 경험","• 1년 이상의 Typescript 개발 경험
• Redux Saga를  사용한 상태 관리 개발 경험
• Next.js 를 활용한 리액트 개발 경험
• Webpack 등 번들링 툴 설정 경험이 있으신 분
• 오픈 소스 Contribution 경험이 있으신 분
• UI/UX 개선과 관련된 고민을 좋아하시는 분
• Scss, Webpack, Babel, Graphql 등의 최신 프론트엔드 기술 사용 경험
• Storybook을 통한 컴포넌트 라이브러리 배포 경험
• 성능 최적화 경험
• 렌더링 최적화 등의 Frontend 성능 개선 지식 및 경험이 있으신 분
• 꾸준한 코드 리팩토링 및 테스트 코드 작성을 통한 코드 유지 보수 경험"
데이터헌트 (피스컬노트),Business Analyst,https://www.wanted.co.kr/wd/49370,"• 3년 이상 컨설팅, IB, 스타트업, 혹은 대기업 (전략기획/운영팀) 근무 경험이 있는 분
• 한국어와 영어로 효과적이고 원활한 커뮤니케이션을 할 수 있는 분
• 다양한 문서를 바탕으로 뛰어난 리서치 능력(영문/국문)
• 기본적인 통계 모델링과 가설 검증 이론에 대한 이해도
• 빠르게 변화는 환경에서 적응할 수 있는 멀티플레이어
• 다양한 유관 부서의 실무자 및 경영진과 능숙하게 커뮤니케이션 할 수 있는 능력전략 구상 및 실행 경험을 갖고 계신분
• 탁월한 엑셀 및 파워포인트 활용 능력을 갖추신 분","• 스타트업에서 Growth Hacking 경험이 있으신 분
• AI 시장 및 ML Lifecycle에 대한 이해도가 있으신 분
• 영어 사용국과 한국에서의 근무 경험
• 급변하는 스타트업에서의 근무 경험"
데이터헌트 (피스컬노트),데이터 라벨링 프로젝트 운영 및 관리자,https://www.wanted.co.kr/wd/105413,"• 다양한 프로젝트를 처음부터 종결 시점까지 계획하고 운영해 본 경험
• 고객사의 요구 조건에 맞는 합리적이고 설득 가능한 프로젝트 제안
• 고객사 및 협업부서와의 원활한 커뮤니케이션 능력
• 프로젝트 운영 이슈 발생시 신속한 문제 해결 능력","• AI 데이터 구축 관련 프로젝트 수행 경험
• AI 데이터 또는 솔루션 세일즈/운영 경험 
• 데이터 어노테이션 작업 경험
• AI 기술 및 산업에 대한 높은 수준의 이해 또는 학습 능력
• Jira&Confluence 협업 툴 사용 경험"
위버스컴퍼니(WEVERSE COMPANY),데이터분석가,https://www.wanted.co.kr/wd/144942,"[필수 자격요건] 
• 학사 이상
• 전공 무관
• 5년 이상 관련 업무 경험이 있는 분
• 대용량 데이터 환경에서 SQL을 자유자재로 사용하여 원하는 데이터 추출이 가능한 분 
• Python, R 등 데이터 분석 언어 1개 이상 사용 가능한 분

[필요역량] 
• 데이터에 기반한 논리적 사고 및 문제 해결 능력
• 데이터 분석 결과를 원활히 소통할 수 있는 커뮤니케이션 능력
• 합리적/비판적 사고를 통한 현상 파악 능력
• 변화에 대한 유연성 및 적응력","[선호 자격요건]
• Tableau 등 시각화 툴을 활용해 대시보드 설계 경험이 있는 분
• e-커머스 / 엔터테인먼트 산업에서 데이터 분석 경험이 있는 분
• 로그 데이터 설계, 활용 분석 경험이 있는 분
• 웹/모바일 어플리케이션 서비스 및 데이터 구조에 대한 이해도가 높은 분
• 통계 기본 지식 및 모델링에 대한 이해 및 활용이 가능한 분
• 영어 혹은 일본어 커뮤니케이션 (written & verbal)에 능통한 분
• 통계학, 수학, 경영학 등 관련 학문을 전공하신 분"
위버스컴퍼니(WEVERSE COMPANY),데이터엔지니어,https://www.wanted.co.kr/wd/85846,"[필수 자격요건]
• 학력 및 전공 무관
• 3년 이상 관련 업무 경험자
• SQL 활용이 익숙한 분
• Python, Go, Scala, Java 중 최소한 하나의 언어가 익숙한 분
• Unix/Linux 개발 환경이 익숙한 분
• 분산 시스템에 대한 이해가 있는 분
• 다양한 전문성 / 배경의 구성원들과 원활한 커뮤니케이션이 가능한 분


[필요역량]
• 긍정적인 마인드
• 새로운 기술 트렌드에 대한 관심 및 빠른 학습 능력
• 문제 상황을 직면했을 때, 적극적으로 공유하고 함께 고민하고 문제를 풀어나가는 능력","[선호자격 요건]
• Kafka, Spark을 이용한 대용량 데이터 처리를 경험한 분
• Databricks, Snowflake 등의 빅데이터 솔루션을 사용한 경험이 있는 분
• AWS, Terraform 등의 클라우드 인프라 기술을 사용한 경험이 있는 분
• 영어 커뮤니케이션(verbal & written)에 능통한 분
• 전산학 / 컴퓨터공학 전공자"
네오사피엔스(타입캐스트),데이터 엔지니어,https://www.wanted.co.kr/wd/64639,"-  데이터 엔지니어링 및 인프라 개발/운영 경력이 3년 이상이거나 이에 준하는 실력을 가지신 분
-  데이터 엔지니어링 및 분산 처리 기술에 대한 이해를 갖고 계신 분
-  데이터 엔지니어링을 통해 비즈니스 문제를 해결해 보신 분
-  퍼블릭 클라우드(AWS) 활용해서 데이터 엔지니어링 및 인프라 개발/운영 경험이 있으신 분","- 스타트업에 대한 이해
- 데이터 분석, 딥러닝, 머신러닝 알고리즘에 대한 이해
- 분산 처리 기술에 대한 깊은 이해를 갖고 계신 분
- 클라우드 환경에서의 데이터 엔지니어링 경험이 있으신 분
- 실시간 데이터 분산 처리 시스템 개발 경험을 갖고 계신 분"
