회사명,직무,링크,자격요건,우대사항
브레인커머스,[잡플래닛] 데이터 엔지니어,https://www.wanted.co.kr/wd/117898,"[자격요건]
 • 3년 이상의 데이터 엔지니어링 실무 경험, 또는 이에 준하는 실력을 갖춘 분
 • 7년 이상 경력의 경우 Team Lead로 지원 가능
 • 분산 환경에서 대용량 데이터 Batch 처리 또는 비동기 데이터 처리 경험이 있으신 분
 • 프로그래밍 언어( Scala, Java, Python 등등 )와 데이터분석 라이브러리 한 개 이상 능숙하게 다룰 수 있는 분
 • BigQuery, Athena, Databricks, Snowflake등 클라우드 기반 데이터파이프라인 솔루션을 활용해보신 분
 • Spark, Kafka, Hive등 Hadoop Ecosystem상의 다양한 툴들로 빅데이터플랫폼 구축 운영 경험이 있는 분","[우대사항]
 • 빠르게 성장하는 서비스에서의 고가용성 데이터 플랫폼 설계 및 운영 경험
 • 데이터 분석 및 머신러닝 프랙티스에 대한 이해와 경험이 있는 분
 • 컨테이너 기반 개발 환경 및 MSA를 위한 데이터 인프라 구축 경험
 • AWS architecture 설계나 운영 경험
 • DB성능 개선이나 쿼리 튜닝에 경험이 있는 분
 • DevOps나 SRE에 관심이 많고 인프라 자동화에 적극적인 분"
브레인커머스,[잡플래닛] 데이터 분석가 팀장,https://www.wanted.co.kr/wd/120691,"• 5년 이상 데이터 분석 경험이 있는 분
• 데이터 분석팀이나 서비스 전반을 리딩한 경험이 있는 분
• MySQL, Excel, Python, R 등의 기술적 피드백이 가능한 분
• 서비스 핵심 지표를 설정하고, 지표 성장을 위해 다양한 가설을 세우고 실험하여 직접 서비스를 개선해보신 분
• 멀티 디바이스(모바일 / 앱)의 데이터를 통합하여 분석해본 경험이 있는 분
• 퍼널 분석, 리텐션 분석, 코호트 분석 등 프로덕트 데이터 분석 방법에 대한 이해도가 높으신 분
• 엔지니어와 협업하여 데이터 파이프라인을 구축하고 관리한 경험이 있는 분","• 신사업 전략 수립, KPI Setting 관리 및 조직 관리를 경험해보신 분
• 사내 구성원들의 데이터 리터러시 함양에 영향을 주었던 경험이 있는 분
• 가설 검증을 위한 A/B 테스트를 설계하고 결과를 분석하여 프로덕트에 적용한 경험이 있으신 분"
브레인커머스,[잡플래닛] 시니어 데이터 분석가,https://www.wanted.co.kr/wd/106448,"• 5년 이상 데이터 분석 경험이 있는 분
• 데이터 분석팀이나 서비스 전반을 리딩한 경험이 있는 분
• MySQL, Excel, Python, R 등의 기술적 피드백이 가능한 분
• 서비스 핵심 지표를 설정하고, 지표 성장을 위해 다양한 가설을 세우고 실험하여 직접 서비스를 개선해보신 분
• 멀티 디바이스(모바일 / 앱)의 데이터를 통합하여 분석해본 경험이 있는 분
• 퍼널 분석, 리텐션 분석, 코호트 분석 등 프로덕트 데이터 분석 방법에 대한 이해도가 높으신 분
• 엔지니어와 협업하여 데이터 파이프라인을 구축하고 관리한 경험이 있는 분","• 신사업 전략 수립, KPI Setting 관리 및 조직 관리를 경험해보신 분
• 사내 구성원들의 데이터 리터러시 함양에 영향을 주었던 경험이 있는 분
• 가설 검증을 위한 A/B 테스트를 설계하고 결과를 분석하여 프로덕트에 적용한 경험이 있으신 분"
피에트(FIET),데이터 사이언티스트,https://www.wanted.co.kr/wd/144352,"1. Data Science 관련 전공자 (통계, 수학, 컴퓨터공학, 산업공학 등) 또는 그에 해당하는 지식을 갖추신 분
2. ML/DL 모델링 업무 경력 3~7년 이하 이신 분
2. 추천 알고리즘, 자연어 처리(NLP), Clustering, 예측 모델 수립/최적화 경험이 있는 분 
3. 여러 ML/DL 기법들에 대한 이해도가 높으신 분
4. SQL, Python, R 등 통계/분석 프로그램을 능숙하게 다루시는 분
5. 데이터 분석/모델링 결과 및 비즈니스 대안을 非전공자 관점에서 쉽고 명확하게 전달 가능하신 분","1. 데이터 분석/모델링을 실제 서비스에 적용/개선한 경험이 있는 분
2. 스스로 문제를 정의하고 가설적/구조적 사고 기반의 문제 해결 역량이 뛰어나신 분 
3. 건강 관리 분야에 관심이 많으신 분"
카카오뱅크(kakaobank),데이터 엔지니어 (데이터Biz),https://www.wanted.co.kr/wd/145175,"• SQL, Spark 을 사용하여 대용량 데이터를 처리해본 경험이 있고, 관련 경력이 3년 이상인 분
• Java, Python 중 하나 이상의 언어에 익숙한 분","* 아래 기재된 사항 중 1개 이상 충족해주시면 됩니다.

• 분산 처리 프레임워크에 대한 이해 및 zookeeper, hive, kafka 등 하둡 에코시스템 기반 개발 경험이 있는 분

• 금융권 DW 업무 지식을 갖추고 정보계 개발 경험이 있는 분 

• RDBMS, OLAP, NoSQL 등 다양한 환경에서의 데이터 모델링 경험이 있는 분

• AWS 환경에서 데이터 파이프라인 개발 및 분석환경을 구성해본 경험이 있는 분

• 텐서플로우, 파이토치 등 딥러닝 프레임워크를 사용한 경험이 있고, GPU 클러스터, jupyterhub 기반의 분석환경을 운영해본 경험이 있는 분

• 담당하는 시스템을 열정적으로 개발하고 개선하며 함께 성장할 분"
우아한청년들,딜리버리 데이터 분석가(Business Analyst)(3년 이상),https://www.wanted.co.kr/wd/136656,"- SQL 데이터 추출 및 Excel 데이터 분석이 능숙하며, 관련 실무를 3년 이상 경험하신 분
- 데이터 분석을 통한 개선 프로젝트를 주도적으로 이끌어 본 경험이 있으신 분
- 분석결과를 근거로 논리적 추론 및 인사이트를 도출하여 문제를 해결해 본 경험이 있으신 분","- 데이터 분석 관련 전공을 이수하신 분
- 데이터 시각화 툴(Tableau, Redash) 활용 경험을 보유하신 분
- IT 플랫폼, 유통/물류, 커머스 등 유관 업종에서의 업무 경력과 비즈니스 이해도가 있으신 분
- 사업 운영/관리 관련 실무를 2년 이상 경험하신 분"
우아한청년들,CX 데이터 분석 담당자(3년 이상),https://www.wanted.co.kr/wd/139097,"- 데이터 분석 관련 업무 경력이 3년 이상인 분
- Rstudio를 활용한 텍스트 분석이 가능한 분
- SQL 및 Excel을 활용한 데이터 분석, 활용이 능숙하신 분
- 데이터 분석을 근거로 프로젝트를 이끌거나 이슈를 해결해 본 경험이 있으신 분","- CS/CX 관련 분야에서 업무 경험이 있으신 분
- 고객 중심의 사고와 데이터 기반 의사결정에 능숙하신 분
- 유관부서와의 커뮤니케이션이 능숙하신 분
- 배민커넥트 서비스에 대한 이해도가 있으신 분
- IT 플랫폼, 유통/물류, 커머스 등 유관 업종에서의 업무 경력이 있으신 분

* 포트폴리오를 필수로 첨부해주세요. 포트폴리오는 형식의 제한은 없습니다 :)"
롯데헬스케어,데이터 엔지니어,https://www.wanted.co.kr/wd/143597,"• 데이터 처리 플랫폼 개발 경력 2년 이상 또는 그에 준하는 역량을 보유하신 분
• 한 가지 이상의 프로그래밍 언어에 대해 1시간 이상 설명을 할 수 있으신 분
• 자신이 사용한 기술과 라이브러리, 프레임워크의 동작 원리를 이해하고 계신 분
• 내가 제안한 설계와 내가 개발한 코드에 대한 비판에도 열린 커뮤니케이션이 가능한 분
• 서비스와 사용자 중심의 관점과 유연한 커뮤니케이션 역량을 보유하신 분","• 주도적으로 문제를 해결하고 개선하고자 하는 의지를 가진 분
• e커머스 관련 데이터 처리 플랫폼을 개발해 본 또는 준하는 경험을 하신 분
• 단순하게 반복되는 업무로 고생하는 나와 동료를 위해 누가 요청하지 않았어도 프로세스 개선을 제안하거나, 자동화 솔루션을 개발해보신 분
• 헬스케어 도메인에서 무언가를 이뤄보고 싶으신 분
• Data Engineering 관련 팀에 대한 팀 빌딩이나 리딩을 경험한 분"
두플,반도체 통신 표준 기반 데이터 수집/분석 솔루션 개발자 - Java 고급,https://www.wanted.co.kr/wd/139028,"• Java 고급
• Sprint Boot (Spring Framework)
• JVM / GC 이해
• Linux 서버 상태 분석 / 관리
• 데이터 파이프라인 구축 경험 우대
• Open API 설계 / 개발 경험 우대
• MSA 설계 / 구축 경험 우대
• 빌드 / 배포 자동화 경험 우대

• TCP/IP, HTTP, Web 환경에 대한 이해
• 자료구조, 알고리즘 등 전산학 기본 지식
• 빅데이터 분석 시스템 개발 경험자
• 반도체, 디스플레이 공장 자동화, MES 및 분석시스템 구축 경험자 우대
• 문제 분석 및 해결에 대한 적극성
• 협력적 커뮤니케이션 능력","• 자율 출퇴근제
• 인센티브 지급 : 연 2회에 걸친 생산 격려금, 경영 성과급 별도 지급
• 중식비 월 20만원 별도
• 월별 팀회식 지원 : 인당 5만원 상당
• 자유로운 연차 사용
• 커피캡슐 머신커피와 간식 무한정 지원"
두플,반도체 통신 표준 기반 데이터 수집/분석 솔루션 개발자 - C/C++ 개발,https://www.wanted.co.kr/wd/139021,"• C/C++ 중급 이상
• Linux System S/W 개발
• Linux 서버 상태 분석/관리
• Linux 서버 어플리케이션 개발 경험 우대
• C++ 윈도우 라이브러리 개발 경험 우대

• TCP/IP, HTTP, Web 환경에 대한 이해
• 자료구조, 알고리즘 등 전산학 기본 지식
• 빅데이터 분석 시스템 개발 경험자
• 반도체, 디스플레이 공장 자동화, MES 및 분석시스템 구축 경험자 우대
• 문제 분석 및 해결에 대한 적극성
• 협력적 커뮤니케이션 능력","• 자율 출퇴근제  
• 인센티브 지급 : 연 2회에 걸친 생산 격려금, 경영 성과급 별도 지급
• 중식비 월 20만원 별도
• 월별 팀회식 지원 : 인당 5만원 상당
• 자유로운 연차 사용
• 커피캡슐 머신커피와 간식 무한정 지원"
두플,반도체 통신 표준 기반 데이터 수집/분석 솔루션 개발자 - C# 개발,https://www.wanted.co.kr/wd/133285,"• C# WPF 개발 경력(DevExpress, Teleric, Infragistics등 Tool 경험자)
• 기초 통계에 대한 이해 및 알고리즘 개발
• 대용량 데이터 서비스 경험 우대

• TCP/IP, HTTP, Web 환경에 대한 이해
• 자료구조, 알고리즘 등 전산학 기본 지식
• 빅데이터 분석 시스템 개발 경험자
• 반도체, 디스플레이 공장 자동화, MES 및 분석시스템 구축 경험자 우대
• 문제 분석 및 해결에 대한 적극성
• 협력적 커뮤니케이션 능력","• 자율 출퇴근제
• 인센티브 지급 : 연 2회에 걸친 생산 격려금, 경영 성과급 별도 지급
• 중식비 월 20만원 별도
• 월별 팀회식 지원 : 인당 5만원 상당
• 자유로운 연차 사용
• 커피캡슐 머신커피와 간식 무한정 지원"
아크데이타,"데이터베이스 복제 솔루션 개발(C/C++, Linux/Unix)",https://www.wanted.co.kr/wd/100057,"• 신입 or 경력
• C / C++","• 데이터베이스에 대한 전반적인 이해도가 높으신 분
• 데이터베이스 기반 프로그래밍 경험이 많으신 분
• 리눅스 시스템에 대한 전반적인 이해도가 높으신 분"
LG유플러스(엘지유플러스),데이터마케팅상품팀 사업/마케팅 담당자,https://www.wanted.co.kr/wd/145450,"■ 필수요건
- 학사(4년제) 이상
- 전공무관
- 관련직무 경력 3년 이상

■ 업무경험
- 데이터 분석 등을 통한 모바일 서비스 기획 및 개선, 서비스 고도화, 출시 경험
- 모바일 서비스 운영 경험
- 고객분석 기반 타겟 마케팅 캠페인을 기획/운영하고, 성과분석과 최적화 수행 경험
- 제휴 조건 협상 및 이슈 등 제휴사업 경험
- 모바일 웹 or 앱 서비스와 관련한 광고사업 운영 경험

■ 필요역량
- 데이터 분석을 통한 앱/상품/서비스 기획, 개선 능력
- 데이터 활용, 지표분석, 리포팅 스킬
- 데이터 분석을 통한 마케팅 기획, 분석, 개선 역량, GA활용 능력
- 원활한 Conmmunication 능력, 파트너십
- 고객 경험을 고려한 사업 기획 능력","■ 우대사항
- 석사 이상
- 관련 직무 경력 5년 이상"
빅픽처팀,"NLP/ TTS 연구원, 데이터 엔지니어, 데이터 사이언스",https://www.wanted.co.kr/wd/115645,"• 딥러닝 프레임워크 활용 능력을 보유하신 분
• 자연어처리 관련 분야에서 최신 기계학습/인공지능에 대한 논문을 읽고 이를 개발/개선할 수 있는 역량을 갖추신 분
• 해외 여행애 결격 사유가 없으신 분 (남성의 경우 병역을 마치셨거나 면제된 분)","• 비정형 텍스트 데이터의 모델링 경험이 있으신 분
• NLP 오픈소스의 활용 및 Contribution 경험이 있으신 분
• 단위 테스트, 정적 분석, 테스트 자동화 및 CI/CD에 대한 기본 개념을 알고 계신 분
• 자연어 처리/기계학습/인공지능 분야 저널/학회 논문 저자
• 컴퓨터공학, 머신러닝 관련 분야 석사 이상의 학위를 취득하신 분"
쥬비스다이어트,DBA(데이터베이스관리자),https://www.wanted.co.kr/wd/132244,"- 해당 경력 3년 이상
- Legacy Data Migration 이해도가 있으신분
- 개발/ 기획 등 유관부서와의 적극적인 커뮤니케이션 가능하신분","- DB 보안 관리 및 ISMS 인증 심사 대응 경험
- AWS등 클라우드 기반 MySIQL AWS Aurora 구축 및 운영 경험자"
위메이드(WEMADE),데이터 엔지니어,https://www.wanted.co.kr/wd/119518,"• 3년 이상의 DW 및 ETL 개발/운영 경력 또는 이에 준하는 실력을 갖추신 분
• 하나 이상의 프로그래밍 언어(Java, Python) 에 능숙하신 분
• 다양한 원천 데이터(DB, log, third-party)  의 수집, 정제, 가공 능숙하신 분
• 효율적인 SQL작성 능력 보유하신 분
• 대용량 데이터 처리를 위한 워크플로우 배치 파이프라인 (airflow, nifi, kafka) 개발 경험 보유하신 분
• Public cloud 환경 경험 보유하신 분
• 협업에 대해 긍정적이고 적극적인 마인드 가지신 분","• 컴퓨터공학, 수학, 통계 관련 전공자
• 주도적으로 문제를 찾고 해결하시는 분
• 항상 성장을 위해 고민하시는 분
• BI를 위한 마트 테이블 생성,유지 보수 및 데이터 시각화 도구 개발 경험 보유하신 분
• MySQL, MongoDB, AWS RedShift, Azure, GCP, Airflow 경험 보유하신 분
• ML-Ops 에 대한 경험 보유하신 분"
한샘,데이터 엔지니어,https://www.wanted.co.kr/wd/139338,"• DW / Data Lake 구축 및 운영 3년 이상 경험자
• MS-SQL, MySQL 중 하나 이상 SQL Script 숙련자
• 전사 데이터 Workflow(ETL) 툴 구축 및 운영 경험자
• 개발/기획등 유관부서와의 적극적인 커뮤케이션 가능하신 분","• 제조, 유통, 쇼핑몰 관련 DW 설계 및 DW Admin 경험자
• Data 시각화 분석 툴(Tableau 등) 활용 경험 보유자
• AWS 등 클라우드 기반 DW 인프라 구축 경험자
• 서비스 로그 기획/분석 경험 보유자
• 주도적인 커뮤케이션을 통해 Data 기반 서비스 지표 구축 가능자"
